     shots,    errors,  discards, seconds,decoder,strong_id,json_metadata,custom_counts
       100,         0,         0,   0.001,pymatching,bf18a780f1c3aa45c8cfedc3faa034da305a2c57a7ee5c82bb54a69977ae8985,"{""d"":3,""mem"":""z"",""p"":0.001,""r"":9}",
